id,category,category_name,type,name,avatar,badge,abstract,sale_status,rating,subject,program_tag,description,price_normal,price,status,pmo_id,tag,slug,linier,max_quota,current_quota,enrolled,creator
1448,2,KELASMU,1,Matematika Kelas XI SMK - Dinas Pendidikan Jakarta,https://d33sow78tsfzyk.cloudfront.net/upload/300ab10f9563424aba02ba71bde0a860.jpeg,,"Program ini akan memaparkan materi matematika bagi siswa kelas XI SMK, serta terdapat kuis yang membuat belajar menjadi lebih menyenangkan. ",,5.00,"[{'id': 1236, 'subject_id': 111, 'subject_name': 'Matematika'}]","[{'id': 4516, 'tag': 'kelas 11', 'title': 'kelas 11'}, {'id': 4517, 'tag': 'SMK', 'title': 'SMK'}]",<p>Halo Kawan Murid! Selamat datang di program pembelajaran online Matematika Kelas &nbsp;XI SMK. Mari kita lakukan pembelajaran matematika yang menyenangkan di rumah.</p>,0.00,0.00,True,,"[{'id': 1637, 'tag': 'Murid', 'title': 'Murid'}]",matematika-kelas-xi-smk-dinas-pendidikan-jakarta,True,0,0,False,Dinas Pendidikan 
1445,2,KELASMU,1,Biologi Kelas X - SMA Negeri 33 Jakarta,https://d33sow78tsfzyk.cloudfront.net/upload/61357e81803c4adf895eef8b5579111f.png,,Tingkatkan kemampuan bernalar dan keterampilanmu pada mata pelajaran Biologi kelas X dan jadilah yang terbaik dan mudahkan jalan meraih asa.,,5.00,"[{'id': 1235, 'subject_id': 97, 'subject_name': 'Biologi'}]","[{'id': 4512, 'tag': 'Biologi Kelas X', 'title': 'Biologi Kelas X'}]",<p>Laman ini berisi materi pembelajaran Biologi kelas X. Terdapat 11 kompetensi dasar yang harus dicapai oleh setiap peserta didik kelas X.&nbsp;</p><p>Materi yang dibelajarkan pada ke-11 kompetensi dasar tersebut adalah:</p><ol><li>Ruang Lingkup Biologi</li><li>Keanekaragaman Hayati di Indonesia dan Upaya Pelestariannya</li><li>Klasifikasi Makhluk Hidup</li><li>Virus</li><li>Bakteri</li><li>Protista</li><li>Jamur</li><li>Tumbuhan</li><li>Hewan</li><li>Komponen Ekosistem dan Interaksi Antar Komponen Ekosistem</li><li>Perubahan Lingkungan.</li></ol><p>Diharapkan para pengguna laman ini dapat mencapai semua kompetensi dasar yang terdapat pada pembelajaran Biologi kelas X ini. Semangat dan Sukses Selalu.</p>,550000.00,0.00,True,,[],bioxsman33jkt,False,0,0,False,SMA Negeri 33 Jakarta
1438,2,KELASMU,1,Sekolah Cikal - TK B (Sample),,,Program Sekolah Cikal - TK B ini merupakan program yang menawarkan pembelajaran untuk anak usia dini berusia 5-6 tahun. ,,4.33,"[{'id': 1223, 'subject_id': 91, 'subject_name': 'Bahasa Inggris'}, {'id': 1224, 'subject_id': 90, 'subject_name': 'Bahasa Indonesia'}, {'id': 1225, 'subject_id': 111, 'subject_name': 'Matematika'}, {'id': 1226, 'subject_id': 113, 'subject_name': 'Pendidikan IPA'}, {'id': 1227, 'subject_id': 114, 'subject_name': 'Pendidikan IPS'}, {'id': 1228, 'subject_id': 117, 'subject_name': 'Seni Budaya dan Prakarya'}, {'id': 1229, 'subject_id': 112, 'subject_name': 'Pendidikan Jasmani, Olahraga dan Kesehatan (PJOK)'}]",[],"<p>Dalam program ini terdapat beberapa mata pelajaran untuk menunjang proses belajar anak pada usia ini, yaitu Matematika, Bahasa Indonesia, Bahasa Inggris, Ilmu Pengetahuan Sosial, Ilmu Pengetahuan Alam, Seni Budaya dan Prakarya, dan Pendidikan Jasmani, Olahraga dan Kesehatan.</p>",0.00,0.00,True,,"[{'id': 1622, 'tag': 'Murid', 'title': 'Murid'}, {'id': 1623, 'tag': 'Orangtua', 'title': 'Orangtua'}, {'id': 1624, 'tag': 'Guru', 'title': 'Guru'}]",sekolah-cikal-tk-b-1,False,0,0,False,Sekolah Cikal
1430,4,PRAKERJA,1,Digital Marketing,https://d33sow78tsfzyk.cloudfront.net/upload/a416564c74a64a378722ed0e5179460f.jpg,,Pasarkan produk atau jasa kamu di media sosial! Dapatkan cara cepat dan tepat dalam mengenalkan serta  menjual produk/jasa kamu di internet.,,5.00,"[{'id': 1211, 'subject_id': 126, 'subject_name': 'Media & Komunikasi'}, {'id': 1212, 'subject_id': 108, 'subject_name': 'Literasi Media'}, {'id': 1214, 'subject_id': 122, 'subject_name': 'Digital & Teknologi'}, {'id': 1215, 'subject_id': 125, 'subject_name': 'Desain & Seni'}, {'id': 1216, 'subject_id': 107, 'subject_name': 'Kreatif'}, {'id': 1300, 'subject_id': 98, 'subject_name': 'Bisnis Layanan'}, {'id': 1312, 'subject_id': 99, 'subject_name': 'Bisnis Manajemen'}, {'id': 1313, 'subject_id': 100, 'subject_name': 'Ekonomi'}]","[{'id': 4467, 'tag': 'marketing', 'title': 'marketing'}, {'id': 4468, 'tag': 'digital', 'title': 'digital'}, {'id': 4469, 'tag': 'think.web', 'title': 'think.web'}, {'id': 4470, 'tag': 'online', 'title': 'online'}]","<p>Mampu menggunakan media digital secara maksimal untuk kebutuhan marketing dengan pengetahuan dasar marketing: pemahaman produk, pengenalan dan analisa target market serta pembuatan dasar ide komunikasi.</p><p>Pemahaman dasar ini dapat dipergunakan untuk kamu yang ingin menjadi digital marketer, memasarkan barang/jasa secara digital atau berencana untuk membuka bisnis digital. &nbsp;Diakhir kelas para peserta akan memiliki pengetahuan dasar digital marketing.</p>",299000.00,199000.00,True,digit0010011000038147001,"[{'id': 1604, 'tag': 'Prakerja', 'title': 'Prakerja'}, {'id': 1605, 'tag': 'Profesional', 'title': 'Profesional'}, {'id': 1606, 'tag': 'Mahasiswa', 'title': 'Mahasiswa'}, {'id': 1607, 'tag': 'Orangtua', 'title': 'Orangtua'}, {'id': 1608, 'tag': 'Murid', 'title': 'Murid'}]",digital-marketing-1,False,0,0,False,Think.Web
1428,2,KELASMU,1,Sosiologi Kelas XI SMA-Dinas Pendidikan Jakarta,,,Pada program ini kawan murid akan belajar tentang hal yang sangat penting untuk dipelajari yaitu Integrasi dan Reintegrasi Sosial.,,4.57,"[{'id': 1210, 'subject_id': 129, 'subject_name': 'Sosiologi'}]","[{'id': 4463, 'tag': 'Sosiologi', 'title': 'Sosiologi'}, {'id': 4464, 'tag': 'SMA', 'title': 'SMA'}, {'id': 4465, 'tag': '11 IPS', 'title': '11 IPS'}, {'id': 4466, 'tag': 'kelas 11', 'title': 'kelas 11'}]","<p>Dalam program kali ini kawan murid akan mempelajari mengenai pengertian integrasi dan desintegrasi sosial, jenis-jenis integrasi soasial serta bentuk-bentuk integrasi sosial. Tidak hanya itu saja kawan, kita juga akan mempelajari tentang faktor pendorong integrasi sosial. Dalam Kamus Besar Bahasa Indonesia (KBBI) disebutkan bahwa integrasi adalah pembauran sesuatu yang tertentu hingga menjadi kesatuan yang utuh dan bulat. Lalu bagaimana keterkaitannya dengan hubungan sosial? Apakah ketika manusia sebagai mahkluk sosial berkonflik, integrasi dan desintegrasi sosial ini berpengaruh? untuk menemukan jawabannya, langsung saja yuk kita pelajari lebih lanjut!</p>",0.00,0.00,True,,"[{'id': 1603, 'tag': 'Murid', 'title': 'Murid'}]",sosiologi-kelas-xi-sma-dinas-pendidikan-jakarta,False,0,0,False,Dinas Pendidikan
1426,2,KELASMU,1,Pendidikan Agama Islam dan Budi Pekerti Kelas XI SMK - Dinas Pendidikan Jakarta,https://d33sow78tsfzyk.cloudfront.net/upload/f7ae86272590489b83c2622ed1b4e505.jpeg,,"Assalamualaikum, Kawan Murid! Selamat datang di program pembelajaran Agama Islam dan Budi Pekerti secara daring untuk Kelas XI SMK.",,,"[{'id': 1208, 'subject_id': 84, 'subject_name': 'Agama Islam'}]",[],,0.00,0.00,True,,"[{'id': 1601, 'tag': 'Murid', 'title': 'Murid'}]",pendidikan-agama-islam-dan-budi-pekerti,False,0,0,False,Dinas Pendidikan
1316,2,KELASMU,1,SMA Kelas 10 (Geografi) - Dinas Pendidikan DKI,https://www.sekolah.mu/wp-content/uploads/2020/03/gambar-kls-10-sma.jpeg,,Di pembelajaran geografi kali ini kita akan mempelajari tentang hidrosfer dan pengaruhnya bagi kehdupan ,,4.58,"[{'id': 1153, 'subject_id': 102, 'subject_name': 'Geografi'}]",[],<p>Menganalisis dinamika&nbsp; hidrosfer dan dampaknya &nbsp; terhadap kehidupan</p>,0.00,0.00,True,,"[{'id': 1566, 'tag': 'Murid', 'title': 'Murid'}]",sma-ips-kelas-10-geografi-dinas-pendidikan-dki,False,0,0,False,Dinas Pendidikan DKI
1315,4,PRAKERJA,1,Membuat Dashboard Laporan Interaktif Dengan Excel,https://d33sow78tsfzyk.cloudfront.net/upload/faae4be14a764e258da8484bd90250b3.jpg,https://d33sow78tsfzyk.cloudfront.net/upload/e7c47f0a21fa4f408d8d3b40d3b49eb0.jpg,Menggunakan Excel dengan baik dan membuat laporan lebih ringkas dan sederhana dalam bentuk dashboard yang menarik dan interaktif,,5.00,"[{'id': 1152, 'subject_id': 122, 'subject_name': 'Digital & Teknologi'}]","[{'id': 4404, 'tag': 'Digital Teknologi', 'title': 'Digital Teknologi'}, {'id': 4408, 'tag': 'Fresh Graduate', 'title': 'Fresh Graduate'}]","<p>Mampu menggunakan Microsoft Excel pada dunia kerja dewasa ini adalah sebuah keharusan. Microsoft Excel merupakan program aplikasi yang secara khusus diperuntukkan untuk mengolah sebuah informasi yang sifatnya statistik, perhitungan, pengolahan data, pembuatan laporan dan lain sebagainya.&nbsp;</p><p>Untuk itu, di kelas ini para peserta akan mampu menggunakan Microsoft Excel dengan baik dan tepat, dan utamanya mampu membuat laporan dengan sekumpulan data yang besar dan kompleks, sehingga menjadi laporan yang lebih ringkas dan sederhana dalam bentuk dashboard yang menarik dan interaktif.</p>",0.00,350000.00,True,membu0010052001069150569,"[{'id': 1563, 'tag': 'Prakerja', 'title': 'Prakerja'}, {'id': 1564, 'tag': 'Mahasiswa', 'title': 'Mahasiswa'}, {'id': 1565, 'tag': 'Profesional', 'title': 'Profesional'}]",membuat-dashboard-laporan-interaktif-dengan-excel,False,1000,985,False,G2 ACADEMY
1314,2,KELASMU,1,SMP Kelas 7 IPS - Dinas Pendidikan DKI,https://www.sekolah.mu/wp-content/uploads/2020/03/kelas-7-smp.jpeg,,IPS Program belajar dari Dinas Pendidikan DKI akan belajar beragam fenomena sosial yang ada di permukaan bumi dan di lingkungan sekitar  ,,4.79,"[{'id': 1151, 'subject_id': 114, 'subject_name': 'Pendidikan IPS'}]","[{'id': 4403, 'tag': 'Program Disdik', 'title': 'Program Disdik'}]","<p>Pada program pendidikan IPS ini, kita akan bersama-sama mempelajari asal usul nenek moyang bangsa Indonesia dan mencari tahu manusia purba yang pertama kali ada di Indonesia</p>",0.00,0.00,True,,"[{'id': 1562, 'tag': 'Murid', 'title': 'Murid'}]",smp-kelas-7-ips,False,0,0,False,Dinas Pendidikan DKI
1310,2,KELASMU,1,Bahasa Indonesia Kelas IX SMP - Dinas Pendidikan DKI,https://www.sekolah.mu/wp-content/uploads/2020/03/kelas-9-smp.jpeg,,Halo Kawan Murid. Selamat datang di program pembelajaran Bahasa Indonesia Kelas IX. Mari kita lakukan pembelajaran menyenangkan di rumah.,,,"[{'id': 1144, 'subject_id': 90, 'subject_name': 'Bahasa Indonesia'}]","[{'id': 4399, 'tag': 'Program Disdik', 'title': 'Program Disdik'}, {'id': 4400, 'tag': 'SMP', 'title': 'SMP'}]",,0.00,0.00,True,,"[{'id': 1551, 'tag': 'Murid', 'title': 'Murid'}]",bahasa-indonesia-kelas-ix-smp-dinas-pendidikan-dki,False,0,0,False,Dinas Pendidikan DKI
1307,2,KELASMU,1,Pendidikan Agama Islam dan Budi Pekerti Kelas VIII SMP - DInas Pendidikan DKI,https://www.sekolah.mu/wp-content/uploads/2020/03/kelas-8-smp.jpeg,,Halo Kawan Murid. Selamat datang di program pembelajaran Agama Islam Kelas VIII. Mari lakukan pembelajaran yang menyenangkan di rumah.,,3.50,"[{'id': 1125, 'subject_id': 62, 'subject_name': 'Pendidikan Agama'}, {'id': 1126, 'subject_id': 84, 'subject_name': 'Agama Islam'}]","[{'id': 4391, 'tag': 'Program Disdik', 'title': 'Program Disdik'}, {'id': 4392, 'tag': 'SMP', 'title': 'SMP'}]",,0.00,0.00,True,,[],pendidikan-agama-islam-dan-budi-pekerti-kelas-viii-smp-dinas-pendidikan-dki,False,0,0,False,Dinas Pendidikan DKI
1306,2,KELASMU,1,Biologi XI SMA MIPA - Dinas Pendidikan DKI,https://www.sekolah.mu/wp-content/uploads/2020/04/Logo-Disdik-11-SMA.jpeg,,Selamat datang di Program Pembelajaran Online Biologi Kelas 11 SMA IPA Dinas Pendidikan DKI! ,,4.84,"[{'id': 1112, 'subject_id': 97, 'subject_name': 'Biologi'}]","[{'id': 4389, 'tag': 'Program Disdik', 'title': 'Program Disdik'}, {'id': 4390, 'tag': 'SMA/MA', 'title': 'SMA/MA'}]",<p>Program ini berisi materi biologi Kelas XI SMA Semester 2. Mari lakukan kegiatan pembelajaran yang menyenangkan dari rumah.</p>,0.00,0.00,True,,"[{'id': 1545, 'tag': 'Murid', 'title': 'Murid'}]",biologi-xi-sma-mipa-dinas-pendidikan-dki,False,0,0,False,Dinas Pendidikan DKI
1305,2,KELASMU,1,Fisika Kelas X SMA - Dinas Pendidikan Jakarta,https://d33sow78tsfzyk.cloudfront.net/upload/4ab793c129454967aaaa1de515103949.jpeg,,"Dalam program ini, kawan murid akan mempelajari tentang Momentum, Impuls, dan hubungan keduanya serta Hukum Kekekalan Momentum. Skuy!!!",,,"[{'id': 1111, 'subject_id': 101, 'subject_name': 'Fisika'}]","[{'id': 4386, 'tag': 'Momentum', 'title': 'Momentum'}, {'id': 4387, 'tag': 'Impuls', 'title': 'Impuls'}, {'id': 4388, 'tag': 'Kekekalan momentum', 'title': 'Kekekalan momentum'}]","<p>Hai Kawan Murid!</p><p>Apakah kamu pernah melihat sebuah mobil balap yang sedang melaju kencang? Atau sebuah mobil truck yang bermuatan penuh melaju dengan kecepatan sedang? Mana yang lebih sulit dihentikan? Apabila keduanya bertabrakan, mana yang paling rusak? Nah, untuk mengetahui jawabannya kita akan mempelajarinya dalam program kali ini tentang Momentum, Impuls, dan hubungan keduanya serta Hukum Kekekalan Momentum. Setelah mempelajari BAB ini, kamu akan menemukan berbagai macam kasus dalam kehidupan sehari-hari yang berhubungan dengan momentum dan impuls. Seru bukan?</p>",0.00,0.00,True,,"[{'id': 1544, 'tag': 'Murid', 'title': 'Murid'}]",fisika-kelas-x-sma-dinas-pendidikan-jakarta,False,0,0,False,Dinas Pendidikan
